Id,SalePrice
1461,120946.195
1462,155222.89
1463,179043.03
1464,190782.8
1465,185587.1
1466,169755.73
1467,174412.28
1468,163113.55
1469,185096.1
1470,122065.98
1471,180127.97
1472,91367.0
1473,95830.14
1474,136902.1
1475,105015.78
1476,372308.66
1477,255339.8
1478,273880.03
1479,300286.06
1480,485134.75
1481,317107.25
1482,202299.66
1483,174264.55
1484,160846.61
1485,179315.56
1486,192413.11
1487,358477.75
1488,236420.52
1489,195593.2
1490,238831.8
1491,193557.38
1492,92351.19
1493,190385.72
1494,297728.62
1495,275661.03
1496,257209.86
1497,180918.83
1498,167668.9
1499,164179.8
1500,155304.84
1501,177514.12
1502,149398.89
1503,328719.66
1504,240272.3
1505,224260.9
1506,187982.67
1507,252920.03
1508,201064.22
1509,157122.03
1510,142937.12
1511,152393.3
1512,163978.77
1513,140376.61
1514,155223.5
1515,189718.73
1516,141688.17
1517,161098.62
1518,124902.7
1519,213582.83
1520,127445.625
1521,129876.06
1522,168831.39
1523,111176.29
1524,109783.08
1525,118674.195
1526,112334.13
1527,107406.82
1528,126051.09
1529,149759.66
1530,187137.42
1531,111188.27
1532,96917.36
1533,137981.44
1534,118068.625
1535,136607.97
1536,103605.375
1537,62559.797
1538,143929.47
1539,191996.38
1540,98977.34
1541,133127.34
1542,136293.9
1543,197069.64
1544,85168.61
1545,110168.71
1546,137918.34
1547,130273.93
1548,129367.62
1549,111928.63
1550,133163.48
1551,103401.28
1552,145002.12
1553,136603.97
1554,118192.3
1555,163191.23
1556,83790.85
1557,102126.86
1558,102419.766
1559,84518.945
1560,120040.016
1561,127826.66
1562,126416.4
1563,114622.1
1564,159852.72
1565,153454.83
1566,262583.78
1567,78956.81
1568,234266.38
1569,140432.8
1570,133929.28
1571,108593.41
1572,136664.08
1573,269068.88
1574,115072.734
1575,215337.5
1576,240775.17
1577,181824.08
1578,140171.66
1579,138975.6
1580,193138.6
1581,154593.39
1582,127886.84
1583,314473.9
1584,220636.73
1585,135099.67
1586,72191.1
1587,105042.78
1588,150351.38
1589,96419.79
1590,136166.48
1591,88455.22
1592,114034.64
1593,119385.04
1594,142670.17
1595,99609.19
1596,219761.81
1597,178750.14
1598,197578.62
1599,164975.44
1600,150294.48
1601,63615.5
1602,107674.69
1603,97522.27
1604,280813.5
1605,236180.1
1606,160572.55
1607,161749.19
1608,210222.12
1609,179764.66
1610,151404.5
1611,134365.89
1612,180463.12
1613,166463.03
1614,122536.95
1615,93668.375
1616,80332.78
1617,97864.45
1618,124473.26
1619,140262.27
1620,166037.44
1621,136338.66
1622,142370.7
1623,259482.22
1624,207805.56
1625,115515.555
1626,160415.14
1627,184177.77
1628,285813.3
1629,171610.3
1630,379002.34
1631,210876.2
1632,242057.86
1633,167902.47
1634,185188.08
1635,172802.62
1636,151255.98
1637,196006.83
1638,182524.95
1639,181431.02
1640,240562.28
1641,173295.12
1642,247873.28
1643,218539.0
1644,236092.55
1645,199180.83
1646,153811.33
1647,149238.42
1648,128140.17
1649,142660.98
1650,119481.88
1651,119036.484
1652,96047.95
1653,99153.6
1654,141279.72
1655,131624.8
1656,140511.17
1657,149047.55
1658,147220.97
1659,118746.164
1660,148940.62
1661,423881.53
1662,375174.66
1663,368076.72
1664,471741.75
1665,301448.78
1666,326406.2
1667,369071.16
1668,348454.75
1669,300875.5
1670,339869.22
1671,255381.7
1672,419934.0
1673,301869.38
1674,238687.44
1675,188414.33
1676,194852.8
1677,207770.25
1678,485632.9
1679,387877.2
1680,334762.2
1681,237997.81
1682,310102.84
1683,184307.62
1684,173565.77
1685,171213.14
1686,167511.61
1687,158185.69
1688,189534.61
1689,188871.83
1690,191904.05
1691,181057.8
1692,262319.88
1693,165508.03
1694,178809.28
1695,164078.89
1696,271528.47
1697,164364.48
1698,347631.62
1699,327877.9
1700,245018.88
1701,263420.22
1702,238356.47
1703,232037.42
1704,281335.25
1705,235650.14
1706,398120.56
1707,218521.9
1708,204289.44
1709,262645.72
1710,224763.28
1711,269274.16
