Id,SalePrice
1461,121607.05
1462,149693.61
1463,174914.52
1464,188682.1
1465,189696.89
1466,171446.78
1467,175762.45
1468,163798.25
1469,182409.39
1470,119146.69
1471,182577.02
1472,92485.07
1473,96096.47
1474,145366.28
1475,108484.51
1476,370440.22
1477,249789.23
1478,287835.66
1479,296755.25
1480,478785.5
1481,325858.16
1482,200961.5
1483,169378.12
1484,163117.16
1485,175965.25
1486,191445.16
1487,343149.8
1488,230383.75
1489,193996.33
1490,236502.44
1491,189397.72
1492,87473.82
1493,186605.84
1494,285311.28
1495,275686.12
1496,253752.14
1497,178901.5
1498,164206.12
1499,162364.03
1500,154761.73
1501,180740.78
1502,151445.53
1503,317276.4
1504,240601.12
1505,221911.33
1506,190584.8
1507,251970.6
1508,194101.22
1509,159368.47
1510,148030.45
1511,148371.2
1512,167630.56
1513,148010.7
1514,145965.72
1515,181940.2
1516,145750.5
1517,161984.98
1518,126969.05
1519,209555.98
1520,128459.69
1521,130537.125
1522,166326.61
1523,110751.0
1524,114306.12
1525,119313.42
1526,107316.77
1527,106949.83
1528,131209.6
1529,151149.45
1530,193759.02
1531,100129.65
1532,94604.25
1533,141678.05
1534,117707.89
1535,138672.1
1536,103941.99
1537,57600.96
1538,155715.67
1539,202801.78
1540,90430.81
1541,137202.08
1542,132723.48
1543,194062.55
1544,84972.52
1545,107437.125
1546,129439.41
1547,130294.78
1548,129516.01
1549,108024.93
1550,130277.98
1551,98697.25
1552,137137.83
1553,136660.14
1554,120351.19
1555,159822.19
1556,81439.18
1557,95668.67
1558,100008.98
1559,76078.34
1560,121884.77
1561,119393.74
1562,131764.83
1563,113520.13
1564,158565.34
1565,146720.4
1566,255011.73
1567,75755.39
1568,243919.3
1569,134443.83
1570,139074.39
1571,115851.766
1572,140104.98
1573,257757.72
1574,116528.16
1575,229416.78
1576,242278.8
1577,179667.55
1578,147046.56
1579,135264.33
1580,190984.88
1581,152361.39
1582,126782.65
1583,319925.7
1584,216687.48
1585,134180.66
1586,77891.54
1587,102048.09
1588,158088.0
1589,96185.02
1590,139838.0
1591,93542.83
1592,115189.87
1593,120307.47
1594,139539.97
1595,91442.695
1596,220929.8
1597,172599.4
1598,196383.95
1599,173886.97
1600,165387.98
1601,63531.047
1602,109231.55
1603,91311.52
1604,290100.4
1605,236869.47
1606,160308.94
1607,169801.83
1608,201614.28
1609,178875.47
1610,148273.88
1611,136989.58
1612,172303.12
1613,163634.27
1614,120892.57
1615,92759.5
1616,78785.56
1617,94766.02
1618,124565.78
1619,143741.34
1620,168256.98
1621,134013.5
1622,138865.94
1623,258053.11
1624,211333.52
1625,115409.42
1626,160846.97
1627,184095.5
1628,288188.88
1629,172925.14
1630,376267.03
1631,208346.69
1632,239504.7
1633,167214.34
1634,180108.33
1635,172574.38
1636,154259.47
1637,197377.94
1638,187951.47
1639,181187.67
