Id,SalePrice
1461,133052.44
1462,154898.17
1463,181764.72
1464,189347.38
1465,192138.62
1466,182021.02
1467,177666.27
1468,172049.27
1469,185552.83
1470,127632.516
1471,169339.03
1472,99731.43
1473,102383.48
1474,142200.02
1475,111878.02
1476,398976.72
1477,263986.12
1478,255807.77
1479,294248.5
1480,468598.97
1481,296336.25
1482,198964.28
1483,175496.66
1484,165575.88
1485,180026.34
1486,189652.69
1487,375143.56
1488,208825.81
1489,203573.98
1490,229562.48
1491,186606.73
1492,98756.21
1493,180768.61
1494,287056.9
1495,256235.16
1496,227651.06
1497,169604.56
1498,169821.5
1499,165592.05
1500,159744.16
1501,180338.39
1502,149810.77
1503,326253.4
1504,226122.39
1505,222197.83
1506,201716.45
1507,259720.42
1508,200046.92
1509,163559.75
1510,154036.22
1511,161844.98
1512,170589.61
1513,144864.64
1514,162693.75
1515,172116.2
1516,145235.77
1517,165066.27
1518,116456.27
1519,210246.1
1520,135344.31
1521,143489.89
1522,168778.47
1523,125209.82
1524,122229.55
1525,125888.92
1526,112089.11
1527,117767.6
1528,134023.23
1529,151136.62
1530,179104.11
1531,119280.32
1532,99059.9
1533,144056.5
1534,131511.95
1535,141052.92
1536,107204.34
1537,57061.625
1538,156888.33
1539,216437.97
1540,93813.11
1541,141904.12
1542,146433.16
1543,218809.61
1544,87037.586
1545,120189.17
1546,138048.9
1547,143490.6
1548,136792.05
1549,117163.086
1550,138952.73
1551,109657.85
1552,152211.23
1553,151434.11
1554,126183.766
1555,168476.02
1556,77906.99
1557,117839.63
1558,111089.87
1559,92159.734
1560,125938.73
1561,143168.39
1562,131334.28
1563,123031.41
1564,154944.62
1565,163557.0
1566,249830.9
1567,83703.37
1568,220084.9
1569,147083.6
1570,138662.23
1571,115027.91
1572,145033.84
1573,237840.22
1574,130951.53
1575,200627.16
1576,237714.25
1577,189614.45
1578,150244.81
1579,145681.56
1580,190233.17
1581,149132.5
1582,131933.27
1583,298190.25
1584,204127.94
1585,139237.8
1586,78247.555
1587,115448.27
1588,148526.3
1589,104968.55
1590,138367.81
1591,94687.375
1592,128698.766
1593,132342.1
1594,140142.47
1595,116690.516
1596,209357.44
1597,182712.4
1598,204777.0
1599,148944.69
1600,140317.64
1601,70780.484
1602,127807.3
1603,108328.555
1604,278001.1
1605,217537.53
1606,162448.94
1607,169077.22
1608,207956.4
1609,184538.06
1610,164795.02
1611,139144.06
1612,182355.38
1613,167941.27
1614,126448.77
1615,97674.734
1616,78399.1
1617,95504.75
1618,127941.266
1619,154202.28
1620,180315.55
1621,147914.81
1622,139055.3
1623,237103.81
1624,190944.72
1625,119079.64
1626,157184.73
1627,187637.75
1628,274042.9
1629,178447.38
1630,389589.8
1631,207384.69
1632,232895.55
1633,169823.56
1634,183300.02
1635,178600.0
1636,169610.9
1637,202443.0
1638,191767.5
1639,178660.94
1640,237043.61
1641,174868.14
1642,245406.7
1643,211861.39
1644,238885.28
1645,199593.95
1646,153248.5
1647,153398.86
1648,137008.86
1649,144049.44
1650,127826.875
1651,121631.89
1652,94795.26
1653,103934.875
1654,139657.05
1655,138337.08
1656,143516.64
1657,149247.7
1658,142480.11
1659,129299.03
1660,156038.48
1661,421896.47
1662,403608.28
1663,378742.25
1664,479943.78
1665,313226.3
1666,303083.53
1667,380025.8
1668,347321.03
1669,287367.03
1670,329639.88
1671,240586.25
1672,397767.7
1673,300824.72
1674,249366.88
1675,193611.9
1676,193328.45
1677,208731.61
1678,454983.16
1679,360001.84
1680,340715.25
1681,219506.95
1682,311879.47
1683,187585.39
1684,171218.22
1685,175247.75
1686,169682.17
1687,157897.75
1688,192708.64
1689,186365.73
1690,189701.33
1691,178127.31
1692,262704.16
1693,173764.94
1694,179748.61
1695,164882.47
1696,254839.83
1697,170132.47
1698,341093.84
1699,317189.25
1700,233653.17
1701,258601.17
1702,241926.03
1703,218843.88
1704,272400.28
1705,231201.16
1706,352524.22
1707,224115.33
1708,206420.17
1709,260370.48
1710,226403.44
1711,258457.4
1712,257899.28
1713,275476.28
1714,225102.64
1715,214020.31
1716,187160.4
1717,169542.67
1718,140069.2
1719,213180.75
1720,233346.06
1721,154768.31
1722,131897.52
1723,156774.2
1724,195745.52
1725,236014.38
1726,187899.31
1727,148432.5
1728,169097.97
1729,170368.9
1730,144096.97
1731,118775.84
1732,133370.97
1733,118070.1
1734,133199.88
1735,121138.516
1736,120947.05
1737,354576.47
1738,227058.84
1739,275037.22
1740,210382.83
1741,180551.27
1742,166974.36
1743,159600.06
1744,348858.16
1745,199399.84
1746,169707.86
1747,213647.75
1748,244237.03
1749,156460.16
1750,136951.45
1751,239911.94
1752,126497.08
1753,148931.44
1754,198541.34
1755,172921.92
1756,133256.75
1757,125314.38
1758,145450.69
1759,156160.03
1760,177968.67
1761,148745.31
1762,186670.34
1763,164388.0
1764,128650.67
1765,159175.7
1766,183154.45
1767,206233.97
1768,141270.88
1769,157313.97
1770,150712.78
1771,118726.516
1772,135198.1
1773,143914.12
1774,131657.12
1775,146156.5
1776,136194.56
1777,116094.54
1778,142288.77
1779,130615.19
1780,156856.31
1781,127485.47
1782,98480.97
1783,149861.39
1784,123955.29
1785,118947.73
1786,135755.6
1787,160648.52
1788,70729.625
1789,101398.36
1790,93951.914
1791,193476.1
1792,168075.56
1793,129234.836
1794,150420.42
1795,138257.27
1796,147250.47
1797,125685.445
1798,126701.14
1799,121349.38
1800,138997.12
1801,137400.17
1802,127576.73
1803,152847.56
1804,140556.98
1805,136546.66
1806,128861.26
1807,134678.16
