Id,SalePrice
1461,123533.28
1462,167637.6
1463,172543.92
1464,188202.98
1465,194679.92
1466,172780.05
1467,175230.55
1468,162358.4
1469,180978.9
1470,126261.414
1471,167562.7
1472,96680.62
1473,98744.58
1474,137875.08
1475,101692.78
1476,374338.28
1477,243334.02
1478,270437.97
1479,294856.28
1480,492852.66
1481,320905.56
1482,203563.47
1483,172402.08
1484,165884.88
1485,172845.92
1486,186078.94
1487,369998.16
1488,230911.08
1489,189003.28
1490,231866.97
1491,194328.16
1492,103737.14
1493,184221.11
1494,301167.78
1495,276198.62
1496,253764.73
1497,174633.5
1498,174711.0
1499,162447.72
1500,158823.19
1501,178868.03
1502,144788.89
1503,326072.44
1504,242808.45
1505,227275.03
1506,194151.3
1507,257715.4
1508,196842.94
1509,160027.02
1510,148187.22
1511,153787.05
1512,167927.6
1513,143067.14
1514,162570.1
1515,180471.77
1516,147299.73
1517,165277.39
1518,122539.805
1519,213319.4
1520,132937.44
1521,137455.88
1522,168596.78
1523,120057.93
1524,116868.45
1525,121660.47
1526,112126.57
1527,114159.625
1528,131070.055
1529,153460.86
1530,193727.11
1531,119975.41
1532,97763.47
1533,135969.73
1534,127945.19
1535,140803.11
1536,107822.02
1537,61993.375
1538,149176.14
1539,208688.03
1540,93358.21
1541,144940.98
1542,147965.84
1543,200794.61
1544,93357.61
1545,114827.7
1546,145006.25
1547,141767.92
1548,139131.05
1549,115287.984
1550,141543.64
1551,107973.234
1552,140830.34
1553,144626.52
1554,123456.68
1555,158920.1
1556,92022.96
1557,114455.15
1558,104014.25
1559,82412.99
1560,128612.664
1561,133897.02
1562,131806.78
1563,119124.2
1564,153437.61
1565,149368.4
1566,258261.19
1567,86338.28
1568,228235.75
1569,144049.1
1570,134449.42
1571,109437.11
1572,137586.53
1573,250532.34
1574,118680.51
1575,211387.67
1576,236132.55
1577,182342.77
1578,147904.4
1579,135410.16
1580,187108.08
1581,142877.31
1582,125255.96
1583,306425.72
1584,219362.25
1585,136007.55
1586,72882.39
1587,107254.58
1588,150674.28
1589,98455.68
1590,136280.2
1591,93949.29
1592,123509.34
1593,126192.445
1594,143408.67
1595,106016.875
1596,215108.22
1597,174963.89
1598,194777.06
1599,161054.64
1600,151621.7
1601,68024.72
1602,121425.0
1603,103545.37
1604,251034.69
1605,229058.03
1606,159623.92
1607,170527.05
1608,214205.8
1609,178387.19
1610,155748.23
1611,133187.05
1612,173971.84
1613,165468.69
1614,117495.15
1615,88066.84
1616,68659.13
1617,85693.65
1618,125729.62
1619,142634.16
1620,179296.7
1621,140562.14
1622,141324.34
1623,236197.11
1624,203578.61
1625,114593.78
1626,159637.73
1627,180124.48
1628,263609.94
1629,170177.22
1630,404241.66
1631,210010.83
1632,230294.86
1633,164613.27
1634,181401.47
1635,168661.92
1636,151079.53
1637,193469.4
1638,193964.25
1639,183584.8
1640,231607.06
1641,170582.97
